Record_ID,Year,State,District,Crop,Season,Area_Hectares,Annual_Rainfall_mm,Avg_Temperature_C,Humidity_Percent,Soil_N_kg_per_ha,Soil_P_kg_per_ha,Soil_K_kg_per_ha,Soil_pH,Fertilizer_Usage_kg_per_ha,Pesticide_Usage_kg_per_ha,Yield_tonnes_per_ha
REC_2020_000171,2020,Maharashtra,Nagpur,Sugarcane,Whole Year,1458.13,1129.8,29.75,70.25,287.41,26.26,132.49,6.65,118.5,2.33,72.61
REC_2015_000172,2015,Madhya Pradesh,Ujjain,Groundnut,Kharif,980.02,1045.09,26.14,63.3,241.94,18.95,200.77,5.99,153.11,2.34,1.622
REC_2011_000173,2011,Haryana,Karnal,Maize,Kharif,1354.67,617.31,25.22,48.87,248.84,28.44,177.78,7.8,186.92,3.15,3.466
REC_2013_000174,2013,Tamil Nadu,Coimbatore,Maize,Kharif,1284.98,955.9,25.78,60.98,265.35,42.17,248.5,6.5,135.04,2.7,4.718
REC_2010_000175,2010,West Bengal,Nadia,Maize,Kharif,2749.35,1686.42,31.67,72.93,274.88,34.7,284.76,6.3,181.0,2.41,3.619
REC_2012_000176,2012,West Bengal,Murshidabad,Rice,Kharif,441.32,1832.28,31.13,86.86,191.34,39.31,215.56,6.38,109.53,2.15,3.648
REC_2020_000177,2020,Uttar Pradesh,Lucknow,Wheat,Rabi,964.9,683.93,22.38,62.7,284.63,13.07,187.53,6.52,186.41,2.98,4.153
REC_2015_000178,2015,Punjab,Ludhiana,Sugarcane,Zaid,1566.81,508.52,19.58,60.58,276.08,32.23,255.4,6.0,164.25,0.91,23.938
REC_2011_000179,2011,Maharashtra,Aurangabad,Rice,Kharif,113.87,1233.81,31.8,71.37,174.31,25.38,80.64,7.39,104.77,2.79,1.97
REC_2010_000180,2010,Maharashtra,Solapur,Sugarcane,Whole Year,968.34,1292.27,28.59,72.85,288.41,31.02,162.45,6.15,111.11,0.48,62.646
REC_2018_000181,2018,Gujarat,Vadodara,Groundnut,Rabi,2449.24,613.8,23.64,68.01,240.45,47.78,93.69,5.96,140.5,2.94,2.28
REC_2018_000182,2018,Andhra Pradesh,Kurnool,Pulses,Rabi,2485.09,853.9,22.62,83.56,208.06,32.33,81.57,7.76,123.67,3.37,0.705
REC_2010_000183,2010,Tamil Nadu,Coimbatore,Pulses,Rabi,319.17,1083.07,30.12,74.67,195.93,23.32,199.43,6.4,104.29,1.55,0.341
REC_2017_000184,2017,Tamil Nadu,Salem,Groundnut,Kharif,2553.14,694.52,22.98,87.9,259.48,24.58,214.06,5.22,140.12,2.64,2.133
REC_2022_000185,2022,Punjab,Bathinda,Groundnut,Kharif,121.95,728.03,21.42,53.98,175.78,33.41,197.95,5.19,149.09,4.3,1.291
REC_2019_000186,2019,Maharashtra,Nagpur,Groundnut,Kharif,343.19,1374.01,27.92,71.07,256.92,9.97,181.59,6.66,190.06,1.56,1.435
REC_2011_000187,2011,West Bengal,Hooghly,Maize,Kharif,2054.43,1500.37,30.01,84.22,242.21,37.3,164.81,6.68,116.78,0.7,2.756
REC_2023_000188,2023,Uttar Pradesh,Meerut,Pulses,Rabi,106.39,916.38,24.02,79.97,225.86,50.47,233.56,6.67,213.85,2.68,1.579
REC_2018_000189,2018,West Bengal,Nadia,Groundnut,Kharif,323.42,1676.81,29.52,80.71,310.52,39.92,151.25,7.64,164.43,2.32,1.077
REC_2016_000190,2016,Gujarat,Rajkot,Groundnut,Kharif,685.73,1084.42,26.85,63.17,298.11,25.48,237.74,7.78,117.05,1.2,1.428
REC_2021_000191,2021,Haryana,Rohtak,Rice,Whole Year,467.93,620.01,23.47,64.83,218.95,48.3,216.86,7.36,101.55,2.34,3.574
REC_2021_000192,2021,Punjab,Bathinda,Groundnut,Kharif,1753.22,811.69,19.88,63.22,266.42,39.2,188.75,7.2,164.41,1.87,1.508
REC_2012_000193,2012,Maharashtra,Solapur,Sugarcane,Whole Year,443.63,1167.16,26.66,73.77,224.9,31.05,222.93,7.0,151.07,1.63,85.764
REC_2022_000194,2022,Madhya Pradesh,Jabalpur,Maize,Whole Year,270.77,1490.9,23.24,50.85,182.01,31.45,239.47,6.18,178.97,2.04,3.221
REC_2022_000195,2022,Uttar Pradesh,Gorakhpur,Sugarcane,Whole Year,3260.35,976.08,26.08,62.01,318.17,25.18,258.96,7.1,91.02,2.03,87.68
REC_2012_000196,2012,Maharashtra,Nagpur,Sugarcane,Whole Year,2490.96,1355.35,27.44,73.97,236.9,42.85,190.26,6.54,177.06,1.78,93.11
REC_2019_000197,2019,West Bengal,Burdwan,Pulses,Rabi,175.02,1685.05,28.92,68.64,220.54,36.12,165.96,7.18,137.66,2.06,0.505
REC_2015_000198,2015,Karnataka,Dharwad,Pulses,Rabi,626.07,644.68,25.55,71.05,182.45,39.64,180.8,7.85,195.06,1.55,0.981
REC_2023_000199,2023,Madhya Pradesh,Jabalpur,Millets,Zaid,392.36,1129.52,27.0,51.39,314.6,37.97,198.7,6.65,128.87,2.89,1.368
REC_2023_000200,2023,West Bengal,Midnapore,Pulses,Rabi,227.74,1611.75,27.99,74.34,231.12,27.08,158.28,5.76,131.92,2.0,0.318
REC_2018_000201,2018,Uttar Pradesh,Gorakhpur,Pulses,Whole Year,195.48,1047.79,22.1,61.19,294.52,18.75,144.86,6.92,150.04,2.88,1.077
REC_2023_000202,2023,Maharashtra,Nashik,Groundnut,Kharif,611.53,1121.07,30.81,67.65,249.46,23.04,234.24,6.11,122.34,2.37,1.752
REC_2024_000203,2024,Punjab,Amritsar,Millets,Kharif,638.18,599.8,26.7,57.58,169.74,34.37,266.68,7.55,137.83,1.98,1.656
REC_2018_000204,2018,Andhra Pradesh,Visakhapatnam,Maize,Kharif,269.4,927.73,32.8,70.8,326.37,31.84,235.12,6.27,173.67,2.03,3.98
REC_2022_000205,2022,Uttar Pradesh,Agra,Maize,Kharif,1668.82,988.42,28.65,78.27,341.75,49.96,164.71,6.62,165.86,0.72,4.654
REC_2018_000206,2018,Madhya Pradesh,Indore,Millets,Kharif,416.85,1496.29,34.25,72.7,266.4,51.19,264.76,6.71,121.36,2.51,0.923
REC_2011_000207,2011,Punjab,Amritsar,Groundnut,Zaid,901.6,481.43,21.86,60.48,230.63,8.14,94.57,6.44,156.02,3.75,1.072
REC_2011_000208,2011,Andhra Pradesh,Chittoor,Groundnut,Kharif,161.86,850.7,29.73,71.2,133.47,44.22,199.69,7.1,277.42,2.25,2.23
REC_2024_000209,2024,Madhya Pradesh,Indore,Pulses,Rabi,2040.03,1041.81,25.64,55.16,256.48,16.79,223.78,6.55,100.45,3.34,0.705
REC_2019_000210,2019,Punjab,Ludhiana,Groundnut,Kharif,584.53,391.8,20.62,54.33,318.23,32.04,168.91,5.8,117.02,3.17,2.245
REC_2015_000211,2015,Tamil Nadu,Madurai,Groundnut,Kharif,1039.74,1228.88,34.31,53.35,244.64,31.98,219.21,7.97,123.06,1.55,0.312
REC_2012_000212,2012,Uttar Pradesh,Lucknow,Cotton,Kharif,429.31,1103.04,24.55,67.79,241.39,34.1,221.56,6.51,124.93,1.39,1.69
REC_2024_000213,2024,Andhra Pradesh,Chittoor,Wheat,Rabi,717.81,886.36,23.28,80.25,278.87,40.6,258.45,6.23,201.16,1.98,5.278
REC_2018_000214,2018,Andhra Pradesh,Guntur,Pulses,Zaid,782.66,769.5,22.47,71.95,325.63,34.25,106.72,7.27,83.13,2.93,1.015
REC_2011_000215,2011,Andhra Pradesh,Visakhapatnam,Maize,Kharif,1916.89,932.03,31.95,63.7,323.04,42.98,194.09,6.69,129.27,1.61,3.58
REC_2018_000216,2018,Tamil Nadu,Tiruchirappalli,Sugarcane,Rabi,165.05,1056.2,35.66,57.17,269.11,34.21,210.28,6.54,134.89,1.87,90.524
REC_2010_000217,2010,Karnataka,Ballari,Millets,Kharif,577.32,764.2,29.79,72.65,261.67,9.03,175.21,7.49,121.85,0.98,0.427
REC_2023_000218,2023,Tamil Nadu,Madurai,Pulses,Rabi,139.85,1067.2,30.48,65.27,128.18,39.93,181.59,7.0,208.5,0.21,0.593
REC_2011_000219,2011,Tamil Nadu,Madurai,Groundnut,Kharif,1472.41,850.33,26.56,85.18,243.49,35.91,181.91,6.07,163.65,1.69,1.799
REC_2010_000220,2010,Andhra Pradesh,Kurnool,Rice,Kharif,2953.4,957.43,33.76,55.03,255.0,26.53,147.61,6.53,141.91,1.85,3.153
REC_2017_000221,2017,Haryana,Ambala,Pulses,Rabi,771.3,643.64,24.18,66.65,311.47,52.57,164.73,7.99,152.28,2.82,1.333
REC_2015_000222,2015,Andhra Pradesh,Chittoor,Pulses,Kharif,1121.28,565.93,24.93,68.42,255.5,34.32,244.85,5.63,145.03,2.02,1.01
REC_2020_000223,2020,Uttar Pradesh,Lucknow,Maize,Whole Year,1259.03,748.48,23.64,68.84,221.72,32.14,247.9,6.61,106.09,3.39,3.894
REC_2016_000224,2016,West Bengal,Nadia,Cotton,Kharif,1100.05,1231.5,25.0,78.33,287.46,45.23,189.71,6.53,151.89,3.31,1.926
REC_2019_000225,2019,Gujarat,Rajkot,Pulses,Rabi,143.91,737.2,24.95,61.67,236.87,22.06,149.73,6.22,106.27,2.07,0.696
REC_2019_000226,2019,Uttar Pradesh,Gorakhpur,Maize,Kharif,1583.13,828.2,29.21,65.82,214.81,39.13,186.65,5.76,151.93,2.58,3.139
REC_2022_000227,2022,Andhra Pradesh,Visakhapatnam,Cotton,Kharif,584.16,794.0,25.08,66.85,229.18,36.7,167.32,,105.95,2.87,1.51
REC_2024_000228,2024,Maharashtra,Solapur,Maize,Kharif,637.56,927.26,27.85,79.29,255.66,27.72,210.52,6.52,115.69,3.56,3.579
REC_2022_000229,2022,Maharashtra,Aurangabad,Pulses,Rabi,1046.49,1037.78,29.88,57.25,185.33,45.35,205.32,6.54,152.43,2.57,1.072
REC_2022_000230,2022,Tamil Nadu,Thanjavur,Cotton,Kharif,769.26,1088.94,32.57,80.95,251.19,31.64,107.83,6.01,201.83,2.77,0.98
REC_2020_000231,2020,Andhra Pradesh,Chittoor,Millets,Kharif,1981.17,1020.01,36.27,68.33,156.87,18.14,188.39,7.51,162.31,2.43,1.23
REC_2017_000232,2017,Uttar Pradesh,Lucknow,Maize,Kharif,446.95,768.87,24.9,64.76,221.43,33.07,208.23,7.54,185.89,1.27,3.226
REC_2020_000233,2020,West Bengal,Nadia,Rice,Kharif,1645.93,1263.02,32.42,90.16,263.91,34.25,245.3,7.21,178.73,4.04,4.817
REC_2024_000234,2024,West Bengal,Hooghly,Sugarcane,Whole Year,2280.72,1679.02,20.26,83.2,255.56,36.6,184.05,5.84,170.6,3.24,68.909
REC_2020_000235,2020,Andhra Pradesh,Chittoor,Maize,Kharif,717.05,1138.27,34.05,79.9,177.72,11.36,221.89,6.34,150.05,2.91,2.57
REC_2012_000236,2012,Punjab,Bathinda,Millets,Kharif,1221.15,860.64,24.43,58.68,267.7,24.66,191.35,5.51,170.68,1.09,0.429
REC_2021_000237,2021,Andhra Pradesh,Guntur,Cotton,Kharif,1475.57,1175.34,20.54,80.85,256.9,20.52,141.61,7.81,106.91,1.57,0.813
REC_2014_000238,2014,Uttar Pradesh,Agra,Maize,Kharif,131.23,1148.15,29.4,69.52,258.08,56.13,189.99,6.09,155.73,1.83,3.398
REC_2020_000239,2020,Maharashtra,Solapur,Pulses,Rabi,1318.58,1140.3,24.36,77.54,356.0,37.35,149.32,5.87,149.03,3.78,0.778
REC_2021_000240,2021,Madhya Pradesh,Indore,Rice,Whole Year,3194.13,851.35,27.43,68.59,277.45,40.54,182.34,7.84,147.73,2.7,3.867
REC_2021_000241,2021,Andhra Pradesh,Krishna,Maize,Zaid,234.91,802.24,31.84,54.47,287.18,33.31,250.31,6.8,114.73,2.09,3.908
REC_2019_000242,2019,West Bengal,Murshidabad,Pulses,Rabi,338.9,1404.05,34.1,71.75,127.85,53.98,163.74,6.62,127.47,2.35,0.221
REC_2010_000243,2010,Haryana,Ambala,Cotton,Kharif,1132.41,378.81,23.85,47.86,273.82,35.97,159.35,7.4,148.92,3.08,1.899
REC_2020_000244,2020,Haryana,Rohtak,Maize,Kharif,3467.5,543.23,27.57,48.45,217.99,32.34,138.28,6.35,146.04,2.6,3.946
REC_2021_000245,2021,Madhya Pradesh,Ujjain,Rice,Whole Year,3397.47,,29.88,64.76,199.32,33.78,167.83,,158.61,2.02,3.824
REC_2023_000246,2023,Maharashtra,Aurangabad,Pulses,Rabi,2892.29,1043.82,30.2,66.51,186.51,19.82,258.82,6.88,119.37,1.17,0.561
REC_2024_000247,2024,Punjab,Jalandhar,Maize,Whole Year,743.63,534.73,21.38,51.5,240.31,8.0,122.04,6.73,144.24,2.19,2.005
REC_2014_000248,2014,Gujarat,Junagadh,Pulses,Rabi,371.22,845.38,33.08,67.91,182.95,33.66,153.78,6.57,125.52,1.77,0.544
REC_2012_000249,2012,Tamil Nadu,Tiruchirappalli,Sugarcane,Whole Year,1079.39,944.4,29.61,65.81,240.47,36.52,156.94,7.41,146.19,2.34,70.055
REC_2019_000250,2019,Maharashtra,Aurangabad,Wheat,Rabi,1665.82,778.32,21.26,73.48,277.25,23.92,212.47,6.9,127.15,1.99,4.118
REC_2017_000251,2017,West Bengal,Nadia,Maize,Kharif,222.39,1074.64,25.96,80.94,265.37,24.01,241.04,5.96,120.19,2.6,3.17
REC_2022_000252,2022,Haryana,Hisar,Millets,Kharif,4692.15,418.45,20.8,59.27,222.59,29.05,216.8,5.88,80.43,2.6,0.61
REC_2021_000253,2021,Haryana,Rohtak,Millets,Kharif,1054.45,796.18,25.91,57.89,254.1,36.92,173.52,6.65,102.55,2.6,0.582
REC_2012_000254,2012,Tamil Nadu,Salem,Groundnut,Kharif,311.31,875.28,25.24,70.32,343.4,13.02,142.69,7.7,205.02,4.26,1.463
REC_2017_000255,2017,Haryana,Ambala,Millets,Kharif,267.81,472.86,24.89,46.14,301.32,28.46,258.53,6.84,90.76,0.71,1.184
REC_2010_000256,2010,Tamil Nadu,Tiruchirappalli,Cotton,Rabi,1059.63,648.79,28.9,77.44,246.15,33.64,131.54,6.94,113.51,2.66,1.317
REC_2022_000257,2022,Punjab,Jalandhar,Wheat,Rabi,575.96,691.03,20.87,66.67,166.15,40.3,244.95,6.18,109.83,1.89,3.802
REC_2018_000258,2018,Karnataka,Belagavi,Rice,Kharif,2104.72,819.93,32.46,62.84,250.0,17.13,194.24,6.37,85.29,3.05,3.54
REC_2024_000259,2024,Madhya Pradesh,Indore,Groundnut,Kharif,160.57,1030.68,30.2,76.18,277.7,40.76,198.95,7.19,127.26,2.47,1.745
REC_2014_000260,2014,Maharashtra,Nagpur,Maize,Kharif,382.4,1150.03,31.18,58.37,277.96,44.5,225.36,6.32,80.76,2.23,3.444
REC_2019_000261,2019,Andhra Pradesh,Chittoor,Pulses,Zaid,291.11,889.09,27.95,66.59,232.27,58.11,142.85,6.31,188.45,1.68,0.837
REC_2020_000262,2020,Maharashtra,Nagpur,Pulses,Rabi,1386.54,1297.86,27.65,71.95,262.3,27.46,237.3,6.47,154.31,2.05,0.744
REC_2024_000263,2024,Punjab,Ludhiana,Groundnut,Kharif,223.11,585.29,32.01,64.63,244.2,38.75,208.32,7.06,131.6,1.86,2.102
REC_2017_000264,2017,Andhra Pradesh,Guntur,Pulses,Rabi,1934.62,775.69,25.11,69.88,233.49,38.0,164.43,6.56,164.22,1.59,1.077
REC_2020_000265,2020,Tamil Nadu,Salem,Maize,Kharif,878.27,1122.96,27.64,76.58,288.92,20.32,266.25,5.76,164.66,1.59,2.316
REC_2013_000266,2013,Punjab,Jalandhar,Groundnut,Kharif,1892.68,817.96,23.29,67.05,312.63,24.0,152.34,6.72,150.77,1.38,1.802
REC_2010_000267,2010,Madhya Pradesh,Indore,Sugarcane,Whole Year,178.25,1083.99,21.64,56.86,221.75,28.87,188.16,6.67,105.48,1.71,32.121
REC_2023_000268,2023,Maharashtra,Pune,Groundnut,Kharif,1773.75,1401.87,26.28,72.34,215.76,23.06,272.23,5.81,130.01,0.59,1.349
REC_2018_000269,2018,Tamil Nadu,Coimbatore,Millets,Kharif,3270.85,938.9,30.98,60.02,219.57,40.75,220.58,6.89,129.91,1.4,1.235
REC_2020_000270,2020,Madhya Pradesh,Gwalior,Rice,Kharif,953.31,1312.0,29.58,59.09,217.31,28.11,239.2,7.94,118.81,2.42,3.095
REC_2016_000271,2016,Karnataka,Belagavi,Rice,Rabi,3796.04,1160.59,27.29,77.71,225.69,38.07,112.76,6.55,169.95,2.29,3.867
REC_2024_000272,2024,Andhra Pradesh,Kurnool,Pulses,Rabi,597.39,808.82,24.51,73.28,237.52,42.35,225.75,7.54,144.67,3.1,1.076
REC_2016_000273,2016,Karnataka,Mysuru,Groundnut,Kharif,3376.27,1187.3,25.0,62.16,244.25,32.56,199.92,7.74,142.4,2.07,1.342
REC_2011_000274,2011,Andhra Pradesh,Visakhapatnam,Millets,Kharif,1714.04,1087.89,21.35,74.15,196.6,28.85,149.59,7.67,140.57,1.4,0.567
REC_2012_000275,2012,Maharashtra,Nashik,Pulses,Rabi,238.07,1059.37,27.2,66.86,260.61,41.69,183.96,7.04,120.77,2.16,0.989
REC_2012_000276,2012,Gujarat,Surat,Millets,Kharif,1189.0,1032.74,29.54,60.28,213.59,47.43,125.97,6.22,126.09,1.85,0.994
REC_2012_000277,2012,Punjab,Ludhiana,Rice,Kharif,2036.97,826.2,19.61,71.67,281.41,48.09,169.17,6.71,89.84,1.94,3.832
REC_2024_000278,2024,Andhra Pradesh,Visakhapatnam,Pulses,Rabi,416.13,1001.14,30.76,64.03,228.14,37.58,126.68,6.93,89.91,1.95,0.771
REC_2010_000279,2010,Karnataka,Mandya,Cotton,Kharif,1197.67,1437.6,31.68,60.77,280.01,14.22,169.87,6.24,177.42,2.37,1.139
REC_2013_000280,2013,Madhya Pradesh,Bhopal,Maize,Kharif,1510.91,937.92,27.35,59.93,140.55,39.9,176.02,6.78,109.43,2.78,2.658
REC_2010_000281,2010,Maharashtra,Nagpur,Rice,Kharif,1043.88,1041.52,21.9,77.54,193.19,41.08,210.29,5.8,176.72,1.9,3.538
REC_2022_000282,2022,Tamil Nadu,Thanjavur,Groundnut,Kharif,674.58,910.03,36.53,62.3,272.85,37.76,148.51,6.52,139.47,2.26,1.429
REC_2023_000283,2023,Gujarat,Surat,Rice,Kharif,2292.36,830.76,31.04,53.38,282.4,22.57,183.4,7.25,98.44,1.26,2.87
REC_2011_000284,2011,Uttar Pradesh,Agra,Groundnut,Rabi,869.66,615.12,28.77,60.14,249.83,47.1,165.27,5.81,192.69,1.87,2.731
REC_2016_000285,2016,Maharashtra,Nagpur,Sugarcane,Zaid,1562.24,1291.59,25.76,75.0,274.16,36.86,107.45,7.21,157.57,2.31,82.222
REC_2015_000286,2015,Andhra Pradesh,Krishna,Cotton,Kharif,1252.27,810.52,29.66,72.64,145.52,59.18,248.08,6.56,101.42,2.26,2.116
REC_2020_000287,2020,Haryana,Sirsa,Maize,Kharif,206.55,535.11,,37.51,257.81,18.05,194.06,6.49,157.74,3.74,2.897
REC_2015_000288,2015,Tamil Nadu,Thanjavur,Sugarcane,Whole Year,591.95,1079.14,28.38,72.04,280.99,49.2,151.35,6.78,120.89,3.51,107.081
REC_2017_000289,2017,Karnataka,Mysuru,Rice,Whole Year,245.57,997.76,23.84,56.0,108.2,43.42,225.71,7.52,134.78,2.77,2.914
REC_2018_000290,2018,Gujarat,Ahmedabad,Rice,Kharif,1115.3,805.77,26.15,57.91,274.81,28.79,186.04,8.1,90.17,1.21,2.005
REC_2013_000291,2013,Maharashtra,Nashik,Millets,Rabi,559.34,1437.74,30.07,75.33,169.19,21.19,62.24,6.31,173.48,2.9,0.497
REC_2015_000292,2015,Maharashtra,Nashik,Pulses,Rabi,1479.06,1317.84,26.17,73.96,380.73,33.75,207.7,6.36,146.34,2.3,0.952
REC_2024_000293,2024,Andhra Pradesh,Visakhapatnam,Wheat,Kharif,524.6,1030.35,25.74,62.21,183.08,34.0,244.53,6.22,198.75,1.36,3.244
REC_2020_000294,2020,Tamil Nadu,Coimbatore,Cotton,Kharif,1100.04,963.26,28.21,62.03,234.76,31.52,173.73,6.56,191.5,3.25,2.012
REC_2021_000295,2021,Punjab,Jalandhar,Wheat,Rabi,1288.25,892.8,28.79,56.03,173.69,51.4,187.67,6.7,108.75,2.65,2.69
REC_2020_000296,2020,Maharashtra,Nagpur,Rice,Rabi,1289.45,994.65,22.31,61.7,207.79,33.41,173.23,5.94,121.66,2.99,3.423
REC_2011_000297,2011,Uttar Pradesh,Varanasi,Millets,Whole Year,3793.51,749.73,25.9,58.14,190.1,24.41,125.94,6.33,151.88,2.38,0.905
REC_2023_000298,2023,Tamil Nadu,Thanjavur,Wheat,Rabi,967.07,942.89,27.72,58.95,266.88,35.46,254.83,6.31,178.1,2.11,4.121
REC_2022_000299,2022,Gujarat,Rajkot,Millets,Whole Year,399.25,792.88,29.03,75.76,232.27,44.49,208.51,7.18,153.27,1.76,1.777
REC_2014_000300,2014,Maharashtra,Pune,Rice,Rabi,579.2,942.63,28.81,83.55,245.6,48.7,170.1,6.79,132.84,2.14,4.523
REC_2012_000301,2012,Gujarat,Surat,Cotton,Kharif,1228.41,1050.15,30.09,67.74,233.37,13.35,173.38,6.22,145.41,3.31,1.382
REC_2019_000302,2019,Madhya Pradesh,Bhopal,Cotton,Kharif,866.96,1061.28,27.29,65.77,239.04,35.8,161.56,6.61,157.96,2.46,1.812
REC_2022_000303,2022,Uttar Pradesh,Varanasi,Wheat,Rabi,533.54,807.12,26.48,63.26,181.34,14.54,193.33,6.45,130.97,2.84,1.742
REC_2022_000304,2022,Andhra Pradesh,Guntur,Wheat,Zaid,2522.49,1047.8,34.32,75.01,247.35,58.14,205.73,6.32,164.06,2.14,2.512
REC_2019_000305,2019,Karnataka,Ballari,Rice,Whole Year,285.94,1131.93,19.78,63.9,294.92,24.19,216.64,6.31,167.15,1.82,3.541
REC_2023_000306,2023,Tamil Nadu,Thanjavur,Groundnut,Kharif,269.06,1154.98,33.17,68.94,266.21,44.35,185.89,,195.79,2.63,1.753
REC_2011_000307,2011,West Bengal,Murshidabad,Maize,Kharif,1700.32,1686.71,26.07,79.49,264.68,38.49,100.2,6.13,172.53,0.94,2.16
REC_2014_000308,2014,West Bengal,Nadia,Rice,Rabi,211.3,1312.23,20.2,82.46,242.29,44.35,140.03,7.26,193.53,1.83,3.293
REC_2012_000309,2012,Tamil Nadu,Tiruchirappalli,Rice,Kharif,261.12,954.97,32.86,68.24,222.94,28.2,139.59,7.29,216.5,1.41,2.657
REC_2019_000310,2019,Tamil Nadu,Madurai,Sugarcane,Whole Year,779.25,774.43,29.09,59.82,134.74,48.0,145.71,6.0,111.59,2.38,53.853
REC_2017_000311,2017,Tamil Nadu,Coimbatore,Cotton,Kharif,5055.2,854.09,31.27,73.9,230.1,21.82,182.4,6.96,150.45,3.11,2.455
REC_2017_000312,2017,Gujarat,Rajkot,Wheat,Rabi,815.81,843.49,22.53,55.16,267.44,56.27,207.44,6.54,138.2,2.52,5.457
REC_2011_000313,2011,Madhya Pradesh,Indore,Rice,Kharif,1287.95,725.29,28.54,49.51,231.76,46.11,122.6,7.16,129.51,1.77,3.542
REC_2013_000314,2013,Karnataka,Ballari,Wheat,Rabi,1155.47,989.83,28.92,68.98,295.81,22.49,149.36,6.63,133.07,4.67,2.302
REC_2016_000315,2016,West Bengal,Murshidabad,Sugarcane,Whole Year,272.0,1618.47,25.14,68.28,293.55,19.54,215.15,7.35,135.56,3.14,76.07
REC_2024_000316,2024,Maharashtra,Nashik,Groundnut,Kharif,612.85,1107.11,23.53,80.4,230.92,54.89,239.75,6.52,91.27,2.8,2.392
REC_2021_000317,2021,Uttar Pradesh,Meerut,Millets,Kharif,847.5,1044.47,30.79,63.6,234.14,36.7,160.1,6.96,148.54,1.64,0.883
REC_2015_000318,2015,Maharashtra,Pune,Millets,Zaid,1378.83,755.61,26.43,77.56,303.27,23.1,231.43,6.34,126.89,2.28,0.922
REC_2016_000319,2016,Madhya Pradesh,Gwalior,Groundnut,Kharif,452.05,1120.24,28.95,83.6,241.98,26.19,99.11,6.08,183.24,2.01,1.617
REC_2019_000320,2019,Karnataka,Dharwad,Groundnut,Kharif,715.29,1182.86,33.68,83.79,279.06,44.95,231.53,6.66,150.04,2.1,2.084
REC_2015_000321,2015,Tamil Nadu,Salem,Groundnut,Kharif,500.55,968.78,30.57,78.0,215.0,46.77,240.92,6.99,163.27,1.32,2.326
REC_2010_000322,2010,West Bengal,Midnapore,Maize,Kharif,2087.8,1164.07,27.56,88.35,157.7,48.07,158.55,6.92,120.62,2.17,3.91
REC_2010_000323,2010,Karnataka,Dharwad,Wheat,Rabi,933.26,884.99,27.41,61.82,267.67,34.59,118.24,7.05,119.77,1.21,3.053
REC_2010_000324,2010,West Bengal,Hooghly,Maize,Zaid,353.2,1250.24,26.07,78.16,253.51,19.1,214.48,7.95,156.61,0.1,2.689
REC_2016_000325,2016,Uttar Pradesh,Agra,Wheat,Rabi,1477.38,1194.54,24.87,55.28,267.08,51.16,133.25,7.98,154.53,1.09,2.407
REC_2010_000326,2010,Tamil Nadu,Thanjavur,Sugarcane,Zaid,269.61,939.03,25.52,63.06,213.72,34.83,180.35,6.16,165.26,1.93,67.796
REC_2014_000327,2014,West Bengal,Murshidabad,Maize,Whole Year,474.37,1362.77,33.22,64.52,210.12,39.44,216.29,6.74,137.99,2.39,3.158
REC_2024_000328,2024,West Bengal,Hooghly,Sugarcane,Whole Year,120.47,1368.99,28.15,75.43,272.77,22.16,267.36,6.26,147.68,2.0,82.862
REC_2015_000329,2015,Gujarat,Rajkot,Wheat,Rabi,985.1,1131.55,25.33,60.21,233.34,42.45,247.99,6.84,135.18,2.72,3.639
REC_2023_000330,2023,Gujarat,Rajkot,Sugarcane,Whole Year,435.19,557.15,22.2,77.82,246.48,39.85,148.95,7.33,164.33,2.07,48.224
REC_2017_000331,2017,Gujarat,Vadodara,Rice,Kharif,778.9,1065.53,23.59,60.33,209.46,36.71,190.45,7.61,136.21,2.54,3.655
REC_2013_000332,2013,Gujarat,Vadodara,Wheat,Rabi,3955.05,610.51,33.86,55.77,206.51,24.49,241.68,6.05,140.79,3.35,2.271
REC_2020_000333,2020,Karnataka,Mysuru,Millets,Kharif,418.35,889.18,33.78,66.96,240.44,54.86,163.6,7.8,125.6,2.49,1.471
REC_2021_000334,2021,Karnataka,Ballari,Rice,Kharif,949.64,1430.7,31.21,63.45,243.01,31.55,195.86,6.96,158.46,1.35,3.782
REC_2023_000335,2023,Haryana,Karnal,Pulses,Rabi,3750.48,694.72,30.17,43.16,238.27,15.6,179.68,6.65,161.93,3.97,0.987
REC_2016_000336,2016,Tamil Nadu,Madurai,Millets,Kharif,2418.59,966.83,31.44,67.19,194.37,34.45,160.96,6.61,137.17,3.26,0.784
REC_2016_000337,2016,Uttar Pradesh,Meerut,Rice,Kharif,1014.5,917.84,20.09,57.55,230.43,29.61,190.39,5.97,123.89,2.52,3.4
REC_2019_000338,2019,Gujarat,Rajkot,Maize,Kharif,272.68,629.99,31.41,59.68,293.2,38.74,150.15,6.95,168.34,2.25,3.05
REC_2010_000339,2010,Madhya Pradesh,Jabalpur,Sugarcane,Whole Year,667.87,844.05,24.96,55.33,270.49,40.94,192.0,6.96,94.93,2.38,79.201
REC_2017_000340,2017,Andhra Pradesh,Guntur,Rice,Kharif,1838.56,955.76,30.16,52.72,345.62,25.52,189.91,6.82,209.89,1.25,4.87
REC_2014_000341,2014,Punjab,Ludhiana,Maize,Whole Year,377.61,514.59,24.62,68.7,274.31,16.15,215.68,7.17,146.07,2.7,3.243
